;name;canton_x;url;firstmention;hab_year;raw_hab_year;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
362;Courchapoix;JU;/Articles/002933/?language=de;1435;[{'year': 1818, 'pop': 234, 'unit': 'Einw'}, {'year': 1850, 'pop': 271, 'unit': 'Einw'}, {'year': 1900, 'pop': 260, 'unit': 'Einw'}, {'year': 1910, 'pop': 238, 'unit': 'Einw'}, {'year': 1950, 'pop': 281, 'unit': 'Einw'}, {'year': 2000, 'pop': 399, 'unit': 'Einw'}];[{'year': 1818, 'pop': 234, 'unit': 'Einw'}, {'year': 1850, 'pop': 271, 'unit': 'Einw'}, {'year': 1900, 'pop': 260, 'unit': 'Einw'}, {'year': 1910, 'pop': 238, 'unit': 'Einw'}, {'year': 1950, 'pop': 281, 'unit': 'Einw'}, {'year': 2000, 'pop': 399, 'unit': 'Einw'}];;Courchapoix;[2825];0;Courchapoix;6706;JU;7.4510000000000005;47.347;fr
363;Courchavon;JU;/Articles/002986/?language=de;1279;[{'year': 1770, 'pop': 225, 'unit': 'Einw'}, {'year': 1818, 'pop': 239, 'unit': 'Einw'}, {'year': 1850, 'pop': 306, 'unit': 'Einw'}, {'year': 1870, 'pop': 457, 'unit': 'Einw'}, {'year': 1900, 'pop': 311, 'unit': 'Einw'}, {'year': 1910, 'pop': 278, 'unit': 'Einw'}, {'year': 1950, 'pop': 321, 'unit': 'Einw'}, {'year': 1980, 'pop': 269, 'unit': 'Einw'}, {'year': 2000, 'pop': 293, 'unit': 'Einw'}];[{'year': 1770, 'pop': 225, 'unit': 'Einw'}, {'year': 1818, 'pop': 239, 'unit': 'Einw'}, {'year': 1850, 'pop': 306, 'unit': 'Einw'}, {'year': 1870, 'pop': 457, 'unit': 'Einw'}, {'year': 1900, 'pop': 311, 'unit': 'Einw'}, {'year': 1910, 'pop': 278, 'unit': 'Einw'}, {'year': 1950, 'pop': 321, 'unit': 'Einw'}, {'year': 1980, 'pop': 269, 'unit': 'Einw'}, {'year': 2000, 'pop': 293, 'unit': 'Einw'}];;Courchavon;[2922];0;Courchavon;6783;JU;7.055;47.441;fr
364;Courgenay;JU;/Articles/002987/?language=de;1139;[{'year': 1770, 'pop': 739, 'unit': 'Einw'}, {'year': 1818, 'pop': 823, 'unit': 'Einw'}, {'year': 1850, 'pop': 1098, 'unit': 'Einw'}, {'year': 1900, 'pop': 1568, 'unit': 'Einw'}, {'year': 1950, 'pop': 1511, 'unit': 'Einw'}, {'year': 1990, 'pop': 2088, 'unit': 'Einw'}, {'year': 2000, 'pop': 2062, 'unit': 'Einw'}];[{'year': 1770, 'pop': 739, 'unit': 'Einw'}, {'year': 1818, 'pop': 823, 'unit': 'Einw'}, {'year': 1850, 'pop': 1098, 'unit': 'Einw'}, {'year': 1900, 'pop': 1568, 'unit': 'Einw'}, {'year': 1950, 'pop': 1511, 'unit': 'Einw'}, {'year': 1990, 'pop': 2088, 'unit': 'Einw'}, {'year': 2000, 'pop': 2062, 'unit': 'Einw'}];;Courgenay;[2950];0;Courgenay;6784;JU;7.126;47.403;fr
365;Courrendlin;JU;/Articles/002935/?language=de;866;[{'year': 1818, 'pop': 567, 'unit': 'Einw'}, {'year': 1850, 'pop': 731, 'unit': 'Einw'}, {'year': 1900, 'pop': 1908, 'unit': 'Einw'}, {'year': 1910, 'pop': 2098, 'unit': 'Einw'}, {'year': 1930, 'pop': 1921, 'unit': 'Einw'}, {'year': 1950, 'pop': 2218, 'unit': 'Einw'}, {'year': 1970, 'pop': 2656, 'unit': 'Einw'}, {'year': 2000, 'pop': 2435, 'unit': 'Einw'}];[{'year': 1818, 'pop': 567, 'unit': 'Einw'}, {'year': 1850, 'pop': 731, 'unit': 'Einw'}, {'year': 1900, 'pop': 1908, 'unit': 'Einw'}, {'year': 1910, 'pop': 2098, 'unit': 'Einw'}, {'year': 1930, 'pop': 1921, 'unit': 'Einw'}, {'year': 1950, 'pop': 2218, 'unit': 'Einw'}, {'year': 1970, 'pop': 2656, 'unit': 'Einw'}, {'year': 2000, 'pop': 2435, 'unit': 'Einw'}];;Courrendlin;[2830];0;Courrendlin;6708;JU;7.379;47.338;fr
366;Courroux;JU;/Articles/002936/?language=de;1139;[{'year': 1818, 'pop': 733, 'unit': 'Einw'}, {'year': 1850, 'pop': 1173, 'unit': 'Einw'}, {'year': 1900, 'pop': 1333, 'unit': 'Einw'}, {'year': 1950, 'pop': 1626, 'unit': 'Einw'}, {'year': 2000, 'pop': 2733, 'unit': 'Einw'}];[{'year': 1818, 'pop': 733, 'unit': 'Einw'}, {'year': 1850, 'pop': 1173, 'unit': 'Einw'}, {'year': 1900, 'pop': 1333, 'unit': 'Einw'}, {'year': 1950, 'pop': 1626, 'unit': 'Einw'}, {'year': 2000, 'pop': 2733, 'unit': 'Einw'}];;Courroux;[2822];0;Courroux;6709;JU;7.375;47.361999999999995;fr
367;Court;BE;/Articles/000407/?language=de;1148;[{'year': 1629, 'pop': 314, 'unit': 'Einw'}, {'year': 1850, 'pop': 581, 'unit': 'Einw'}, {'year': 1900, 'pop': 1082, 'unit': 'Einw'}, {'year': 1950, 'pop': 1355, 'unit': 'Einw'}, {'year': 2000, 'pop': 1349, 'unit': 'Einw'}];[{'year': 1629, 'pop': 314, 'unit': 'Einw'}, {'year': 1850, 'pop': 581, 'unit': 'Einw'}, {'year': 1900, 'pop': 1082, 'unit': 'Einw'}, {'year': 1950, 'pop': 1355, 'unit': 'Einw'}, {'year': 2000, 'pop': 1349, 'unit': 'Einw'}];;Court;[2738];0;Court;690;BE;7.332000000000001;47.24;fr
368;Courtedoux;JU;/Articles/002988/?language=de;814;[{'year': 1770, 'pop': 314, 'unit': 'Einw'}, {'year': 1818, 'pop': 341, 'unit': 'Einw'}, {'year': 1850, 'pop': 499, 'unit': 'Einw'}, {'year': 1900, 'pop': 759, 'unit': 'Einw'}, {'year': 1950, 'pop': 591, 'unit': 'Einw'}, {'year': 2000, 'pop': 739, 'unit': 'Einw'}];[{'year': 1770, 'pop': 314, 'unit': 'Einw'}, {'year': 1818, 'pop': 341, 'unit': 'Einw'}, {'year': 1850, 'pop': 499, 'unit': 'Einw'}, {'year': 1900, 'pop': 759, 'unit': 'Einw'}, {'year': 1950, 'pop': 591, 'unit': 'Einw'}, {'year': 2000, 'pop': 739, 'unit': 'Einw'}];;Courtedoux;[2905];0;Courtedoux;6785;JU;7.042999999999999;47.409;fr
369;Courtelary;BE;/Articles/000265/?language=de;968;[{'year': 1460, 'pop': 130, 'unit': 'Einw', 'original_unit': 'Herdstellen', 'einw_conversion_factor': 5}, {'year': 1739, 'pop': 354, 'unit': 'Einw'}, {'year': 1801, 'pop': 545, 'unit': 'Einw'}, {'year': 1850, 'pop': 868, 'unit': 'Einw'}, {'year': 1900, 'pop': 1228, 'unit': 'Einw'}, {'year': 1950, 'pop': 1239, 'unit': 'Einw'}, {'year': 1970, 'pop': 1462, 'unit': 'Einw'}, {'year': 1990, 'pop': 1120, 'unit': 'Einw'}, {'year': 2000, 'pop': 1127, 'unit': 'Einw'}];[{'year': 1460, 'pop': 26, 'unit': 'Herdstellen'}, {'year': 1739, 'pop': 354, 'unit': 'Einw'}, {'year': 1801, 'pop': 545, 'unit': 'Einw'}, {'year': 1850, 'pop': 868, 'unit': 'Einw'}, {'year': 1900, 'pop': 1228, 'unit': 'Einw'}, {'year': 1950, 'pop': 1239, 'unit': 'Einw'}, {'year': 1970, 'pop': 1462, 'unit': 'Einw'}, {'year': 1990, 'pop': 1120, 'unit': 'Einw'}, {'year': 2000, 'pop': 1127, 'unit': 'Einw'}];;Courtelary;[2608];0;Courtelary;434;BE;7.069;47.18;fr
370;Courtepin;FR;/Articles/000997/?language=de;1259;[{'year': 1811, 'pop': 140, 'unit': 'Einw'}, {'year': 1850, 'pop': 187, 'unit': 'Einw'}, {'year': 1900, 'pop': 287, 'unit': 'Einw'}, {'year': 1950, 'pop': 447, 'unit': 'Einw'}, {'year': 1970, 'pop': 1153, 'unit': 'Einw'}, {'year': 1990, 'pop': 1326, 'unit': 'Einw'}, {'year': 2000, 'pop': 1626, 'unit': 'Einw'}];[{'year': 1811, 'pop': 140, 'unit': 'Einw'}, {'year': 1850, 'pop': 187, 'unit': 'Einw'}, {'year': 1900, 'pop': 287, 'unit': 'Einw'}, {'year': 1950, 'pop': 447, 'unit': 'Einw'}, {'year': 1970, 'pop': 1153, 'unit': 'Einw'}, {'year': 1990, 'pop': 1326, 'unit': 'Einw'}, {'year': 2000, 'pop': 1626, 'unit': 'Einw'}];;Courtepin;[1784];0;Courtepin;2254;FR;7.126;46.864;fr
371;Courtételle;JU;/Articles/002937/?language=de;1178;[{'year': 1660, 'pop': 400, 'unit': 'Einw'}, {'year': 1818, 'pop': 486, 'unit': 'Einw'}, {'year': 1850, 'pop': 698, 'unit': 'Einw'}, {'year': 1900, 'pop': 1037, 'unit': 'Einw'}, {'year': 1910, 'pop': 1234, 'unit': 'Einw'}, {'year': 1950, 'pop': 1412, 'unit': 'Einw'}, {'year': 1970, 'pop': 1864, 'unit': 'Einw'}, {'year': 2000, 'pop': 2180, 'unit': 'Einw'}];[{'year': 1660, 'pop': 400, 'unit': 'Kommunikanten'}, {'year': 1818, 'pop': 486, 'unit': 'Einw'}, {'year': 1850, 'pop': 698, 'unit': 'Einw'}, {'year': 1900, 'pop': 1037, 'unit': 'Einw'}, {'year': 1910, 'pop': 1234, 'unit': 'Einw'}, {'year': 1950, 'pop': 1412, 'unit': 'Einw'}, {'year': 1970, 'pop': 1864, 'unit': 'Einw'}, {'year': 2000, 'pop': 2180, 'unit': 'Einw'}];;Courtételle;[2852];0;Courtételle;6710;JU;7.316;47.34;fr
