;name;canton_x;url;firstmention;hab_year;raw_hab_year;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
1814;Schönenbuch;BL;/Articles/001201/?language=de;1315;[{'year': 1671, 'pop': 65, 'unit': 'Einw', 'original_unit': 'Häuser', 'einw_conversion_factor': 5}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1900, 'pop': 255, 'unit': 'Einw'}, {'year': 1950, 'pop': 298, 'unit': 'Einw'}, {'year': 1980, 'pop': 754, 'unit': 'Einw'}, {'year': 2000, 'pop': 1245, 'unit': 'Einw'}];[{'year': 1671, 'pop': 13, 'unit': 'Häuser'}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1900, 'pop': 255, 'unit': 'Einw'}, {'year': 1950, 'pop': 298, 'unit': 'Einw'}, {'year': 1980, 'pop': 754, 'unit': 'Einw'}, {'year': 2000, 'pop': 1245, 'unit': 'Einw'}];;Schönenbuch;[4124];0;Schönenbuch;2774;BL;7.506;47.535;de
1815;Schönengrund;AR;/Articles/001295/?language=de;1268;[{'year': 1734, 'pop': 400, 'unit': 'Einw'}, {'year': 1850, 'pop': 609, 'unit': 'Einw'}, {'year': 1870, 'pop': 792, 'unit': 'Einw'}, {'year': 1900, 'pop': 661, 'unit': 'Einw'}, {'year': 1950, 'pop': 502, 'unit': 'Einw'}, {'year': 1970, 'pop': 384, 'unit': 'Einw'}, {'year': 2000, 'pop': 459, 'unit': 'Einw'}];[{'year': 1734, 'pop': 400, 'unit': 'Einw'}, {'year': 1850, 'pop': 609, 'unit': 'Einw'}, {'year': 1870, 'pop': 792, 'unit': 'Einw'}, {'year': 1900, 'pop': 661, 'unit': 'Einw'}, {'year': 1950, 'pop': 502, 'unit': 'Einw'}, {'year': 1970, 'pop': 384, 'unit': 'Einw'}, {'year': 2000, 'pop': 459, 'unit': 'Einw'}];;Schönengrund;[9105];0;Schönengrund;3003;AR;9.226;47.326;de
1816;Schönenwerd;SO;/Articles/001170/?language=de;778;[{'year': 1739, 'pop': 208, 'unit': 'Einw'}, {'year': 1798, 'pop': 377, 'unit': 'Einw'}, {'year': 1850, 'pop': 556, 'unit': 'Einw'}, {'year': 1900, 'pop': 1812, 'unit': 'Einw'}, {'year': 1950, 'pop': 3851, 'unit': 'Einw'}, {'year': 2000, 'pop': 4761, 'unit': 'Einw'}];[{'year': 1739, 'pop': 208, 'unit': 'Einw'}, {'year': 1798, 'pop': 377, 'unit': 'Einw'}, {'year': 1850, 'pop': 556, 'unit': 'Einw'}, {'year': 1900, 'pop': 1812, 'unit': 'Einw'}, {'year': 1950, 'pop': 3851, 'unit': 'Einw'}, {'year': 2000, 'pop': 4761, 'unit': 'Einw'}];;Schönenwerd;[5012];0;Schönenwerd;2583;SO;8.011000000000001;47.37;de
1817;Schongau;LU;/Articles/000612/?language=de;831;[{'year': 1695, 'pop': 775, 'unit': 'Einw'}, {'year': 1798, 'pop': 846, 'unit': 'Einw'}, {'year': 1850, 'pop': 1077, 'unit': 'Einw'}, {'year': 1900, 'pop': 805, 'unit': 'Einw'}, {'year': 1950, 'pop': 726, 'unit': 'Einw'}, {'year': 2000, 'pop': 729, 'unit': 'Einw'}];[{'year': 1695, 'pop': 775, 'unit': 'Einw'}, {'year': 1798, 'pop': 846, 'unit': 'Einw'}, {'year': 1850, 'pop': 1077, 'unit': 'Einw'}, {'year': 1900, 'pop': 805, 'unit': 'Einw'}, {'year': 1950, 'pop': 726, 'unit': 'Einw'}, {'year': 2000, 'pop': 729, 'unit': 'Einw'}];;Schongau;[6288];0;Schongau;1041;LU;8.267000000000001;47.269;de
1818;Schötz;LU;/Articles/000682/?language=de;1184;[{'year': 1695, 'pop': 625, 'unit': 'Einw'}, {'year': 1798, 'pop': 971, 'unit': 'Einw'}, {'year': 1850, 'pop': 1462, 'unit': 'Einw'}, {'year': 1900, 'pop': 1121, 'unit': 'Einw'}, {'year': 1950, 'pop': 1717, 'unit': 'Einw'}, {'year': 1970, 'pop': 2351, 'unit': 'Einw'}, {'year': 2000, 'pop': 3065, 'unit': 'Einw'}];[{'year': 1695, 'pop': 625, 'unit': 'Einw'}, {'year': 1798, 'pop': 971, 'unit': 'Einw'}, {'year': 1850, 'pop': 1462, 'unit': 'Einw'}, {'year': 1900, 'pop': 1121, 'unit': 'Einw'}, {'year': 1950, 'pop': 1717, 'unit': 'Einw'}, {'year': 1970, 'pop': 2351, 'unit': 'Einw'}, {'year': 2000, 'pop': 3065, 'unit': 'Einw'}];;Schötz;[6247];0;Schötz;1143;LU;7.989;47.169;de
1819;Schübelbach;SZ;/Articles/000721/?language=de;410;[{'year': 1652, 'pop': 420, 'unit': 'Einw'}, {'year': 1743, 'pop': 1168, 'unit': 'Einw'}, {'year': 1772, 'pop': 1500, 'unit': 'Einw'}, {'year': 1850, 'pop': 2041, 'unit': 'Einw'}, {'year': 1900, 'pop': 2206, 'unit': 'Einw'}, {'year': 1950, 'pop': 2714, 'unit': 'Einw'}, {'year': 2000, 'pop': 7030, 'unit': 'Einw'}];[{'year': 1652, 'pop': 420, 'unit': 'Kommunikanten'}, {'year': 1743, 'pop': 1168, 'unit': 'Einw'}, {'year': 1772, 'pop': 1500, 'unit': 'Einw'}, {'year': 1850, 'pop': 2041, 'unit': 'Einw'}, {'year': 1900, 'pop': 2206, 'unit': 'Einw'}, {'year': 1950, 'pop': 2714, 'unit': 'Einw'}, {'year': 2000, 'pop': 7030, 'unit': 'Einw'}];;Schübelbach;[8862];0;Schübelbach;1346;SZ;8.927999999999999;47.173;de
1820;Schupfart;AG;/Articles/001804/?language=de;1259;[{'year': 1768, 'pop': 253, 'unit': 'Einw'}, {'year': 1850, 'pop': 530, 'unit': 'Einw'}, {'year': 1900, 'pop': 424, 'unit': 'Einw'}, {'year': 1950, 'pop': 488, 'unit': 'Einw'}, {'year': 2000, 'pop': 681, 'unit': 'Einw'}];[{'year': 1768, 'pop': 253, 'unit': 'Einw'}, {'year': 1850, 'pop': 530, 'unit': 'Einw'}, {'year': 1900, 'pop': 424, 'unit': 'Einw'}, {'year': 1950, 'pop': 488, 'unit': 'Einw'}, {'year': 2000, 'pop': 681, 'unit': 'Einw'}];;Schupfart;[4325];0;Schupfart;4259;AG;7.9670000000000005;47.513000000000005;de
1821;Schüpfheim;LU;/Articles/000590/?language=de;1160;[{'year': 1650, 'pop': 1350, 'unit': 'Einw'}, {'year': 1798, 'pop': 2600, 'unit': 'Einw'}, {'year': 1816, 'pop': 3430, 'unit': 'Einw'}, {'year': 1850, 'pop': 3125, 'unit': 'Einw'}, {'year': 1860, 'pop': 2859, 'unit': 'Einw'}, {'year': 1900, 'pop': 3038, 'unit': 'Einw'}, {'year': 1950, 'pop': 3763, 'unit': 'Einw'}, {'year': 1980, 'pop': 3537, 'unit': 'Einw'}, {'year': 2000, 'pop': 3897, 'unit': 'Einw'}];[{'year': 1650, 'pop': 1350, 'unit': 'Einw'}, {'year': 1798, 'pop': 2600, 'unit': 'Einw'}, {'year': 1816, 'pop': 3430, 'unit': 'Einw'}, {'year': 1850, 'pop': 3125, 'unit': 'Einw'}, {'year': 1860, 'pop': 2859, 'unit': 'Einw'}, {'year': 1900, 'pop': 3038, 'unit': 'Einw'}, {'year': 1950, 'pop': 3763, 'unit': 'Einw'}, {'year': 1980, 'pop': 3537, 'unit': 'Einw'}, {'year': 2000, 'pop': 3897, 'unit': 'Einw'}];;Schüpfheim;[6170];0;Schüpfheim;1008;LU;8.02;46.953;de
1822;Schwaderloch;AG;/Articles/001748/?language=de;1318;[{'year': 1850, 'pop': 388, 'unit': 'Einw'}, {'year': 1900, 'pop': 448, 'unit': 'Einw'}, {'year': 1950, 'pop': 513, 'unit': 'Einw'}, {'year': 2000, 'pop': 655, 'unit': 'Einw'}];[{'year': 1850, 'pop': 388, 'unit': 'Einw'}, {'year': 1900, 'pop': 448, 'unit': 'Einw'}, {'year': 1950, 'pop': 513, 'unit': 'Einw'}, {'year': 2000, 'pop': 655, 'unit': 'Einw'}];;Schwaderloch;[5326];0;Schwaderloch;4176;AG;8.146;47.583999999999996;de
1823;Schwadernau;BE;/Articles/000451/?language=de;1269;[{'year': 1764, 'pop': 145, 'unit': 'Einw'}, {'year': 1850, 'pop': 248, 'unit': 'Einw'}, {'year': 1900, 'pop': 410, 'unit': 'Einw'}, {'year': 1950, 'pop': 365, 'unit': 'Einw'}, {'year': 2000, 'pop': 669, 'unit': 'Einw'}];[{'year': 1764, 'pop': 145, 'unit': 'Einw'}, {'year': 1850, 'pop': 248, 'unit': 'Einw'}, {'year': 1900, 'pop': 410, 'unit': 'Einw'}, {'year': 1950, 'pop': 365, 'unit': 'Einw'}, {'year': 2000, 'pop': 669, 'unit': 'Einw'}];;Schwadernau;[2556];2;Schwadernau;748;BE;7.308;47.128;de
1824;Schwanden bei Brienz;BE;/Articles/000346/?language=de;1374;[{'year': 1764, 'pop': 139, 'unit': 'Einw'}, {'year': 1850, 'pop': 240, 'unit': 'Einw'}, {'year': 1900, 'pop': 326, 'unit': 'Einw'}, {'year': 1950, 'pop': 363, 'unit': 'Einw'}, {'year': 2000, 'pop': 605, 'unit': 'Einw'}];[{'year': 1764, 'pop': 139, 'unit': 'Einw'}, {'year': 1850, 'pop': 240, 'unit': 'Einw'}, {'year': 1900, 'pop': 326, 'unit': 'Einw'}, {'year': 1950, 'pop': 363, 'unit': 'Einw'}, {'year': 2000, 'pop': 605, 'unit': 'Einw'}];;Schwanden b. Brienz;[3855];41;Schwanden bei Brienz;592;BE;8.058;46.757;de
1825;Schwarzenberg;LU;/Articles/000629/?language=de;1270;[{'year': 1798, 'pop': 130, 'unit': 'Einw'}, {'year': 1816, 'pop': 687, 'unit': 'Einw'}, {'year': 1837, 'pop': 1173, 'unit': 'Einw'}, {'year': 1850, 'pop': 1375, 'unit': 'Einw'}, {'year': 1900, 'pop': 1051, 'unit': 'Einw'}, {'year': 1950, 'pop': 1093, 'unit': 'Einw'}, {'year': 2000, 'pop': 1489, 'unit': 'Einw'}];[{'year': 1798, 'pop': 130, 'unit': 'Einw'}, {'year': 1816, 'pop': 687, 'unit': 'Einw'}, {'year': 1837, 'pop': 1173, 'unit': 'Einw'}, {'year': 1850, 'pop': 1375, 'unit': 'Einw'}, {'year': 1900, 'pop': 1051, 'unit': 'Einw'}, {'year': 1950, 'pop': 1093, 'unit': 'Einw'}, {'year': 2000, 'pop': 1489, 'unit': 'Einw'}];;Schwarzenberg LU;[6103];0;Schwarzenberg;1066;LU;8.174;47.016000000000005;de
1826;Schwarzenburg;BE;/Articles/008370/?language=de;1025;[{'year': 1770, 'pop': 660, 'unit': 'Einw'}, {'year': 1950, 'pop': 1519, 'unit': 'Einw'}, {'year': 1960, 'pop': 3450, 'unit': 'Einw'}, {'year': 2005, 'pop': 3662, 'unit': 'Einw'}];[{'year': 1770, 'pop': 660, 'unit': 'Einw'}, {'year': 1950, 'pop': 1519, 'unit': 'Einw'}, {'year': 1960, 'pop': 3450, 'unit': 'Einw'}, {'year': 2005, 'pop': 3662, 'unit': 'Einw'}];;Schwarzenburg;[3150];0;Schwarzenburg;855;BE;7.3420000000000005;46.817;de
1827;Schwarzhäusern;BE;/Articles/000204/?language=de;1677;[{'year': 1764, 'pop': 156, 'unit': 'Einw'}, {'year': 1850, 'pop': 458, 'unit': 'Einw'}, {'year': 1900, 'pop': 407, 'unit': 'Einw'}, {'year': 1950, 'pop': 409, 'unit': 'Einw'}, {'year': 2000, 'pop': 438, 'unit': 'Einw'}];[{'year': 1764, 'pop': 156, 'unit': 'Einw'}, {'year': 1850, 'pop': 458, 'unit': 'Einw'}, {'year': 1900, 'pop': 407, 'unit': 'Einw'}, {'year': 1950, 'pop': 409, 'unit': 'Einw'}, {'year': 2000, 'pop': 438, 'unit': 'Einw'}];;Schwarzhäusern;[4911];0;Schwarzhäusern;341;BE;7.77;47.255;de
1828;Schwellbrunn;AR;/Articles/001296/?language=de;966;[{'year': 1667, 'pop': 1012, 'unit': 'Einw'}, {'year': 1794, 'pop': 2436, 'unit': 'Einw'}, {'year': 1850, 'pop': 2254, 'unit': 'Einw'}, {'year': 1900, 'pop': 1888, 'unit': 'Einw'}, {'year': 1941, 'pop': 1412, 'unit': 'Einw'}, {'year': 1950, 'pop': 1515, 'unit': 'Einw'}, {'year': 1980, 'pop': 1142, 'unit': 'Einw'}, {'year': 2000, 'pop': 1468, 'unit': 'Einw'}];[{'year': 1667, 'pop': 1012, 'unit': 'Einw'}, {'year': 1794, 'pop': 2436, 'unit': 'Einw'}, {'year': 1850, 'pop': 2254, 'unit': 'Einw'}, {'year': 1900, 'pop': 1888, 'unit': 'Einw'}, {'year': 1941, 'pop': 1412, 'unit': 'Einw'}, {'year': 1950, 'pop': 1515, 'unit': 'Einw'}, {'year': 1980, 'pop': 1142, 'unit': 'Einw'}, {'year': 2000, 'pop': 1468, 'unit': 'Einw'}];;Schwellbrunn;[9103];0;Schwellbrunn;3004;AR;9.249;47.352;de
1829;Schwende;AI;/Articles/001317/?language=de;1204;[{'year': 1801, 'pop': 799, 'unit': 'Einw'}, {'year': 1850, 'pop': 1101, 'unit': 'Einw'}, {'year': 1900, 'pop': 1299, 'unit': 'Einw'}, {'year': 1950, 'pop': 1410, 'unit': 'Einw'}, {'year': 2000, 'pop': 1935, 'unit': 'Einw'}];[{'year': 1801, 'pop': 799, 'unit': 'Einw'}, {'year': 1850, 'pop': 1101, 'unit': 'Einw'}, {'year': 1900, 'pop': 1299, 'unit': 'Einw'}, {'year': 1950, 'pop': 1410, 'unit': 'Einw'}, {'year': 2000, 'pop': 1935, 'unit': 'Einw'}];;Schwende;[9057];2;Schwende;3105;AI;9.434;47.301;de
1830;Schwendibach;BE;/Articles/000536/?language=de;1388;[{'year': 1764, 'pop': 60, 'unit': 'Einw'}, {'year': 1850, 'pop': 136, 'unit': 'Einw'}, {'year': 1900, 'pop': 121, 'unit': 'Einw'}, {'year': 1950, 'pop': 203, 'unit': 'Einw'}, {'year': 2000, 'pop': 262, 'unit': 'Einw'}];[{'year': 1764, 'pop': 60, 'unit': 'Einw'}, {'year': 1850, 'pop': 136, 'unit': 'Einw'}, {'year': 1900, 'pop': 121, 'unit': 'Einw'}, {'year': 1950, 'pop': 203, 'unit': 'Einw'}, {'year': 2000, 'pop': 262, 'unit': 'Einw'}];;Schwendibach;[3624];2;Schwendibach;937;BE;7.662000000000001;46.77;de
1831;Schwerzenbach;ZH;/Articles/000134/?language=de;1064;[{'year': 1836, 'pop': 221, 'unit': 'Einw'}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1900, 'pop': 201, 'unit': 'Einw'}, {'year': 1950, 'pop': 389, 'unit': 'Einw'}, {'year': 1970, 'pop': 2665, 'unit': 'Einw'}, {'year': 2000, 'pop': 4256, 'unit': 'Einw'}];[{'year': 1836, 'pop': 221, 'unit': 'Einw'}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1900, 'pop': 201, 'unit': 'Einw'}, {'year': 1950, 'pop': 389, 'unit': 'Einw'}, {'year': 1970, 'pop': 2665, 'unit': 'Einw'}, {'year': 2000, 'pop': 4256, 'unit': 'Einw'}];;Schwerzenbach;[8603];0;Schwerzenbach;197;ZH;8.652000000000001;47.38;de
1832;Scuol;GR;/Articles/001530/?language=de;1095;[{'year': 1835, 'pop': 989, 'unit': 'Einw'}, {'year': 1850, 'pop': 912, 'unit': 'Einw'}, {'year': 1900, 'pop': 1117, 'unit': 'Einw'}, {'year': 1950, 'pop': 1384, 'unit': 'Einw'}, {'year': 2000, 'pop': 2122, 'unit': 'Einw'}];[{'year': 1835, 'pop': 989, 'unit': 'Einw'}, {'year': 1850, 'pop': 912, 'unit': 'Einw'}, {'year': 1900, 'pop': 1117, 'unit': 'Einw'}, {'year': 1950, 'pop': 1384, 'unit': 'Einw'}, {'year': 2000, 'pop': 2122, 'unit': 'Einw'}];;Scuol;[7550];0;Scuol;3762;GR;10.305;46.794;rm
1833;Seedorf (BE);BE;/Articles/000183/?language=de;469;[{'year': 1764, 'pop': 1019, 'unit': 'Einw'}, {'year': 1850, 'pop': 2585, 'unit': 'Einw'}, {'year': 1900, 'pop': 2822, 'unit': 'Einw'}, {'year': 1950, 'pop': 2628, 'unit': 'Einw'}, {'year': 2000, 'pop': 3144, 'unit': 'Einw'}];[{'year': 1764, 'pop': 1019, 'unit': 'Einw'}, {'year': 1850, 'pop': 2585, 'unit': 'Einw'}, {'year': 1900, 'pop': 2822, 'unit': 'Einw'}, {'year': 1950, 'pop': 2628, 'unit': 'Einw'}, {'year': 2000, 'pop': 3144, 'unit': 'Einw'}];;Seedorf BE;[3267];0;Seedorf (BE);312;BE;7.311;47.034;de
1834;Seegräben;ZH;/Articles/000091/?language=de;1219;[{'year': 1467, 'pop': 65, 'unit': 'Einw'}, {'year': 1738, 'pop': 151, 'unit': 'Einw'}, {'year': 1836, 'pop': 484, 'unit': 'Einw'}, {'year': 1850, 'pop': 379, 'unit': 'Einw'}, {'year': 1900, 'pop': 780, 'unit': 'Einw'}, {'year': 1950, 'pop': 819, 'unit': 'Einw'}, {'year': 2000, 'pop': 1279, 'unit': 'Einw'}];[{'year': 1467, 'pop': 65, 'unit': 'Einw'}, {'year': 1738, 'pop': 151, 'unit': 'Einw'}, {'year': 1836, 'pop': 484, 'unit': 'Einw'}, {'year': 1850, 'pop': 379, 'unit': 'Einw'}, {'year': 1900, 'pop': 780, 'unit': 'Einw'}, {'year': 1950, 'pop': 819, 'unit': 'Einw'}, {'year': 2000, 'pop': 1279, 'unit': 'Einw'}];;Aathal-Seegräben;[8607];0;Seegräben;119;ZH;8.77;47.339;de
1835;Seengen;AG;/Articles/001773/?language=de;924;[{'year': 1764, 'pop': 752, 'unit': 'Einw'}, {'year': 1831, 'pop': 1628, 'unit': 'Einw'}, {'year': 1850, 'pop': 1528, 'unit': 'Einw'}, {'year': 1900, 'pop': 1353, 'unit': 'Einw'}, {'year': 1920, 'pop': 1267, 'unit': 'Einw'}, {'year': 1950, 'pop': 1445, 'unit': 'Einw'}, {'year': 1970, 'pop': 1512, 'unit': 'Einw'}, {'year': 2000, 'pop': 2526, 'unit': 'Einw'}];[{'year': 1764, 'pop': 752, 'unit': 'Einw'}, {'year': 1831, 'pop': 1628, 'unit': 'Einw'}, {'year': 1850, 'pop': 1528, 'unit': 'Einw'}, {'year': 1900, 'pop': 1353, 'unit': 'Einw'}, {'year': 1920, 'pop': 1267, 'unit': 'Einw'}, {'year': 1950, 'pop': 1445, 'unit': 'Einw'}, {'year': 1970, 'pop': 1512, 'unit': 'Einw'}, {'year': 2000, 'pop': 2526, 'unit': 'Einw'}];;Seengen;[5707];0;Seengen;4208;AG;8.203;47.326;de
1836;Seewis im Prättigau;GR;/Articles/001611/?language=de;1224;[{'year': 1850, 'pop': 791, 'unit': 'Einw'}, {'year': 1900, 'pop': 901, 'unit': 'Einw'}, {'year': 1950, 'pop': 955, 'unit': 'Einw'}, {'year': 1970, 'pop': 923, 'unit': 'Einw'}, {'year': 2000, 'pop': 1323, 'unit': 'Einw'}];[{'year': 1850, 'pop': 791, 'unit': 'Einw'}, {'year': 1900, 'pop': 901, 'unit': 'Einw'}, {'year': 1950, 'pop': 955, 'unit': 'Einw'}, {'year': 1970, 'pop': 923, 'unit': 'Einw'}, {'year': 2000, 'pop': 1323, 'unit': 'Einw'}];;Saas im Prättigau;[7247];0;Klosters-Serneus;3871;GR;9.805;46.911;de
1837;Seftigen;BE;/Articles/000506/?language=de;1277;[{'year': 1764, 'pop': 346, 'unit': 'Einw'}, {'year': 1850, 'pop': 676, 'unit': 'Einw'}, {'year': 1900, 'pop': 603, 'unit': 'Einw'}, {'year': 1950, 'pop': 956, 'unit': 'Einw'}, {'year': 2000, 'pop': 2076, 'unit': 'Einw'}];[{'year': 1764, 'pop': 346, 'unit': 'Einw'}, {'year': 1850, 'pop': 676, 'unit': 'Einw'}, {'year': 1900, 'pop': 603, 'unit': 'Einw'}, {'year': 1950, 'pop': 956, 'unit': 'Einw'}, {'year': 2000, 'pop': 2076, 'unit': 'Einw'}];;Seftigen;[3662];0;Seftigen;883;BE;7.541;46.787;de
1838;Seltisberg;BL;/Articles/001215/?language=de;1194;[{'year': 1497, 'pop': 25, 'unit': 'Einw'}, {'year': 1680, 'pop': 150, 'unit': 'Einw'}, {'year': 1850, 'pop': 434, 'unit': 'Einw'}, {'year': 1900, 'pop': 410, 'unit': 'Einw'}, {'year': 1950, 'pop': 439, 'unit': 'Einw'}, {'year': 1980, 'pop': 911, 'unit': 'Einw'}, {'year': 2000, 'pop': 1217, 'unit': 'Einw'}];[{'year': 1497, 'pop': 25, 'unit': 'Einw'}, {'year': 1680, 'pop': 150, 'unit': 'Einw'}, {'year': 1850, 'pop': 434, 'unit': 'Einw'}, {'year': 1900, 'pop': 410, 'unit': 'Einw'}, {'year': 1950, 'pop': 439, 'unit': 'Einw'}, {'year': 1980, 'pop': 911, 'unit': 'Einw'}, {'year': 2000, 'pop': 1217, 'unit': 'Einw'}];;Seltisberg;[4411];0;Seltisberg;2833;BL;7.712999999999999;47.461000000000006;de
1839;Sembrancher;VS;/Articles/002679/?language=de;1177;[{'year': 1802, 'pop': 567, 'unit': 'Einw'}, {'year': 1850, 'pop': 739, 'unit': 'Einw'}, {'year': 1900, 'pop': 716, 'unit': 'Einw'}, {'year': 1950, 'pop': 664, 'unit': 'Einw'}, {'year': 2000, 'pop': 792, 'unit': 'Einw'}];[{'year': 1802, 'pop': 567, 'unit': 'Einw'}, {'year': 1850, 'pop': 739, 'unit': 'Einw'}, {'year': 1900, 'pop': 716, 'unit': 'Einw'}, {'year': 1950, 'pop': 664, 'unit': 'Einw'}, {'year': 2000, 'pop': 792, 'unit': 'Einw'}];;Sembrancher;[1933];0;Sembrancher;6035;VS;7.151;46.078;fr
1840;Sempach;LU;/Articles/000654/?language=de;-1;[{'year': 1695, 'pop': 550, 'unit': 'Einw'}, {'year': 1798, 'pop': 1113, 'unit': 'Einw'}, {'year': 1816, 'pop': 891, 'unit': 'Einw'}, {'year': 1850, 'pop': 1086, 'unit': 'Einw'}, {'year': 1900, 'pop': 1028, 'unit': 'Einw'}, {'year': 1950, 'pop': 1308, 'unit': 'Einw'}, {'year': 2000, 'pop': 3483, 'unit': 'Einw'}];[{'year': 1695, 'pop': 550, 'unit': 'Einw'}, {'year': 1798, 'pop': 1113, 'unit': 'Einw'}, {'year': 1816, 'pop': 891, 'unit': 'Einw'}, {'year': 1850, 'pop': 1086, 'unit': 'Einw'}, {'year': 1900, 'pop': 1028, 'unit': 'Einw'}, {'year': 1950, 'pop': 1308, 'unit': 'Einw'}, {'year': 2000, 'pop': 3483, 'unit': 'Einw'}];;Sempach;[6204];0;Sempach;1102;LU;8.199;47.133;de
1841;Semsales;FR;/Articles/001056/?language=de;1100;[{'year': 1850, 'pop': 666, 'unit': 'Einw'}, {'year': 1900, 'pop': 909, 'unit': 'Einw'}, {'year': 1950, 'pop': 849, 'unit': 'Einw'}, {'year': 2000, 'pop': 1019, 'unit': 'Einw'}];[{'year': 1850, 'pop': 666, 'unit': 'Einw'}, {'year': 1900, 'pop': 909, 'unit': 'Einw'}, {'year': 1950, 'pop': 849, 'unit': 'Einw'}, {'year': 2000, 'pop': 1019, 'unit': 'Einw'}];;Semsales;[1623];0;Semsales;2336;FR;6.928;46.573;fr
1842;Senèdes;FR;/Articles/000978/?language=de;1233;[{'year': 1811, 'pop': 50, 'unit': 'Einw'}, {'year': 1850, 'pop': 61, 'unit': 'Einw'}, {'year': 1900, 'pop': 102, 'unit': 'Einw'}, {'year': 1950, 'pop': 80, 'unit': 'Einw'}, {'year': 2000, 'pop': 109, 'unit': 'Einw'}];[{'year': 1811, 'pop': 50, 'unit': 'Einw'}, {'year': 1850, 'pop': 61, 'unit': 'Einw'}, {'year': 1900, 'pop': 102, 'unit': 'Einw'}, {'year': 1950, 'pop': 80, 'unit': 'Einw'}, {'year': 2000, 'pop': 109, 'unit': 'Einw'}];;Senèdes;[1724];6;Senèdes;2225;FR;7.143;46.742;fr
1843;Sennwald;SG;/Articles/001349/?language=de;820;[{'year': 1850, 'pop': 2877, 'unit': 'Einw'}, {'year': 1900, 'pop': 2816, 'unit': 'Einw'}, {'year': 1950, 'pop': 2965, 'unit': 'Einw'}, {'year': 2000, 'pop': 4484, 'unit': 'Einw'}];[{'year': 1850, 'pop': 2877, 'unit': 'Einw'}, {'year': 1900, 'pop': 2816, 'unit': 'Einw'}, {'year': 1950, 'pop': 2965, 'unit': 'Einw'}, {'year': 2000, 'pop': 4484, 'unit': 'Einw'}];;Sennwald;[9466];0;Sennwald;3274;SG;9.508;47.266000000000005;de
1844;Seon;AG;/Articles/001774/?language=de;924;[{'year': 1764, 'pop': 722, 'unit': 'Einw'}, {'year': 1850, 'pop': 1512, 'unit': 'Einw'}, {'year': 1900, 'pop': 1873, 'unit': 'Einw'}, {'year': 1950, 'pop': 2653, 'unit': 'Einw'}, {'year': 2000, 'pop': 4815, 'unit': 'Einw'}];[{'year': 1764, 'pop': 722, 'unit': 'Einw'}, {'year': 1850, 'pop': 1512, 'unit': 'Einw'}, {'year': 1900, 'pop': 1873, 'unit': 'Einw'}, {'year': 1950, 'pop': 2653, 'unit': 'Einw'}, {'year': 2000, 'pop': 4815, 'unit': 'Einw'}];;Seon;[5703];0;Seon;4209;AG;8.157;47.346000000000004;de
1845;Serravalle;TI;/Articles/049721/?language=de;2012;[];[];;Scudellate;[6838];3;Breggia;5269;TI;9.04;45.922;it
1846;Sessa;TI;/Articles/002207/?language=de;1335;[{'year': 1801, 'pop': 687, 'unit': 'Einw'}, {'year': 1850, 'pop': 621, 'unit': 'Einw'}, {'year': 1900, 'pop': 625, 'unit': 'Einw'}, {'year': 1950, 'pop': 452, 'unit': 'Einw'}, {'year': 1970, 'pop': 402, 'unit': 'Einw'}, {'year': 2000, 'pop': 604, 'unit': 'Einw'}];[{'year': 1801, 'pop': 687, 'unit': 'Einw'}, {'year': 1850, 'pop': 621, 'unit': 'Einw'}, {'year': 1900, 'pop': 625, 'unit': 'Einw'}, {'year': 1950, 'pop': 452, 'unit': 'Einw'}, {'year': 1970, 'pop': 402, 'unit': 'Einw'}, {'year': 2000, 'pop': 604, 'unit': 'Einw'}];;Sessa;[6997];0;Sessa;5222;TI;8.818999999999999;45.998999999999995;it
1847;Sévaz;FR;/Articles/000839/?language=de;1056;[{'year': 1811, 'pop': 52, 'unit': 'Einw'}, {'year': 1850, 'pop': 64, 'unit': 'Einw'}, {'year': 1900, 'pop': 77, 'unit': 'Einw'}, {'year': 1950, 'pop': 105, 'unit': 'Einw'}, {'year': 2000, 'pop': 145, 'unit': 'Einw'}];[{'year': 1811, 'pop': 52, 'unit': 'Einw'}, {'year': 1850, 'pop': 64, 'unit': 'Einw'}, {'year': 1900, 'pop': 77, 'unit': 'Einw'}, {'year': 1950, 'pop': 105, 'unit': 'Einw'}, {'year': 2000, 'pop': 145, 'unit': 'Einw'}];;Sévaz;[1541];3;Sévaz;2043;FR;6.875;46.839;fr
